제목,사건번호,선고일자,참조조문,판시사항
근로자퇴직급여보장법위반[의료소비자생활협동조합의 봉직의가 근로기준법상 ‘근로자’에 해당하는지 여부가 문제되는 사건],2021도11675,2023. 9. 21.,"근로기준법 제2조, 근로자퇴직급여 보장법 제2조, 근로자퇴직급여 보장법 제9조, 근로자퇴직급여 보장법 제44조","[1] 근로기준법상 ‘근로자’에 해당하는지 판단하는 기준 및 근로자성의 요건 중 ‘종속적인 관계’ 유무를 판단하는 기준
  [2] 의료소비자생활협동조합의 대표자로서 甲 의원을 운영하는 피고인이 의사 乙과 ‘乙은 2년 동안 甲 의원에서 진료업무를 수행하고 매월 보수를 받는다.’는 내용의 위탁진료계약을 체결하였음에도 乙의 퇴직금을 퇴직일부터 14일 이내에 지급하지 아니하였다고 하여 근로자퇴직급여 보장법 위반으로 기소된 사안에서, 위 계약의 형식이 위탁진료계약이라고 하더라도 계약 내용의 가장 중요한 부분은 乙이 정해진 시간 동안 甲 의원에서 진료업무를 수행하고 피고인은 乙에게 그 대가를 고정적으로 지급하는 것인 점 등 제반 사정을 종합하면, 乙은 임금을 목적으로 종속적인 관계에서 사용자에게 근로를 제공한 근로기준법상 근로자에 해당한다고 한 사례"
성폭력범죄의처벌등에관한특례법위반(친족관계에의한강제추행)[인정된죄명:아동·청소년의성보호에관한법률위반(위계등추행)][폭행·협박 선행형의 강제추행죄에서 ‘폭행 또는 협박’의 의미],2018도13877,2023. 9. 21.,"대한민국헌법 제10조, 대한민국헌법 제13조, 성폭력범죄의 처벌 등에 관한 특례법 제5조, 성폭력범죄의 처벌 등에 관한 특례법 제6조, 성폭력범죄의 처벌 등에 관한 특례법 제7조, 성폭력범죄의 처벌 등에 관한 특례법 제10조, 아동ㆍ청소년의 성보호에 관한 법률 제7조, 형법 제298조, 형법 제299조, 형법 제302조","[1] 강제추행죄의 ‘폭행 또는 협박’의 의미에 관한 종래 대법원의 입장 및 변경 필요성 / 강제추행죄의 ‘폭행 또는 협박’은 상대방의 신체에 대하여 불법한 유형력을 행사(폭행)하거나 일반적으로 보아 상대방으로 하여금 공포심을 일으킬 수 있는 정도의 해악을 고지(협박)하는 것이라고 보아야 하는지 여부(적극) 및 어떠한 행위가 이에 해당하는지 판단하는 기준
  [2] 피고인이 자신의 주거지 방안에서 4촌 친족관계인 피해자 甲(女, 15세)의 학교 과제를 도와주던 중 甲을 양팔로 끌어안은 다음 침대에 쓰러뜨린 후 甲의 가슴을 만지는 등 강제로 추행하였다는 성폭력범죄의 처벌 등에 관한 특례법 위반(친족관계에의한강제추행)의 주위적 공소사실로 기소된 사안에서, 당시 피고인의 행위는 甲의 신체에 대하여 불법한 유형력을 행사하여 甲을 강제추행한 것에 해당한다고 볼 여지가 충분하다는 이유로, 이와 달리 피고인의 행위가 甲의 항거를 곤란하게 할 정도의 폭행 또는 협박에 해당하지 않는다고 보아 위 공소사실을 무죄로 판단한 원심의 조치에 법리오해 등의 잘못이 있다고 한 사례"
입찰방해[입찰방해죄에서 입찰의 공정을 해하는 행위의 의미 및 피고인들의 행위가 담합행위에 해당하는지에 관한 사안],2022도8459,2023. 9. 21.,형법 제315조,입찰방해죄가 위태범인지 여부(적극) / 입찰방해죄에서 ‘입찰의 공정을 해하는 행위’의 의미 및 가격결정뿐 아니라 ‘적법하고 공정한 경쟁방법’을 해하는 행위도 이에 포함되는지 여부(적극) / 입찰참가자들 사이의 담합행위가 입찰방해죄로 되기 위해서는 반드시 입찰참가자 전원 사이에 담합이 이루어져야 하는지 여부(소극) / 방해의 대상인 ‘입찰’의 의미
업무방해[증거은닉범이 본범으로부터 은닉을 교사받고 소지·보관 중이던 본범의 정보저장매체를 임의제출하는 경우 본범의 참여권 인정 여부가 문제된 사건],2022도7453,2023. 9. 18.,"대한민국헌법 제12조, 대한민국헌법 제16조, 대한민국헌법 제17조, 형법 제30조, 형법 제155조, 형법 제314조, 형사소송법 제114조, 형사소송법 제118조, 형사소송법 제121조, 형사소송법 제122조, 형사소송법 제123조, 형사소송법 제129조, 형사소송법 제131조, 형사소송법 제218조, 형사소송법 제219조, 형사소송법 제307조, 형사소송법 제308조의2","[1] 정보저장매체를 임의제출한 피압수자에 더하여 임의제출자 아닌 피의자에게도 참여권이 보장되어야 하는 ‘피의자의 소유·관리에 속하는 정보저장매체’의 의미 및 이에 해당하는지 판단하는 기준 / 피의자나 그 밖의 제3자가 과거 그 정보저장매체의 이용 내지 개별 전자정보의 생성·이용 등에 관여한 사실이 있다거나 그 과정에서 생성된 전자정보에 의해 식별되는 정보주체에 해당한다는 사정만으로 그들을 실질적 피압수자로 취급하여야 하는지 여부(소극)
[2] 피고인이 허위의 인턴십 확인서를 작성한 후 甲의 자녀 대학원 입시에 활용하도록 하는 방법으로 甲 등과 공모하여 대학원 입학담당자들의 입학사정업무를 방해하였다는 공소사실과 관련하여, 甲 등이 주거지에서 사용하던 컴퓨터 내 정보저장매체(하드디스크)에 인턴십 확인서 등 증거들이 저장되어 있고, 甲은 자신 등의 혐의에 대한 수사가 본격화되자 乙에게 지시하여 하드디스크를 은닉하였는데, 이후 수사기관이 乙을 증거은닉혐의 피의자로 입건하자 乙이 이를 임의제출하였고, 수사기관은 하드디스크 임의제출 및 그에 저장된 전자정보에 관한 탐색·복제·출력 과정에서 乙 측에 참여권을 보장한 반면 甲 등에게는 참여 기회를 부여하지 않아 그 증거능력이 문제 된 사안에서, 증거은닉범행의 피의자로서 하드디스크를 임의제출한 乙에 더하여 임의제출자가 아닌 甲 등에게도 참여권이 보장되어야 한다고 볼 수 없다고 한 사례"
뇌물수수·뇌물공여·직권남용권리행사방해·부정청탁및금품등수수의금지에관한법률위반[지방자치단체장의 수행비서가 상급자로부터 수행활동비 명목으로 매월 정기적으로 일정한 돈을 지급받은 행위가 「부정청탁 및 금품등 수수의 금지에 관한 법률」 제8조 제1항에서 금지하는 공직자 등의 금품 수수에 해당하는지가 문제된 사건],2023도6767,2023. 9. 14.,부정청탁 및 금품등 수수의 금지에 관한 법률 제8조,"부정청탁 및 금품등 수수의 금지에 관한 법률 제8조 제1항에서 금지하는 금품 등 수수행위의 구성요건 해당 여부를 판단할 때 고려할 사항 및 공직자 등이 영득의사 없이 직무상 소요되는 비용을 지출할 목적으로 금품을 취득한 경우, 위 구성요건에 해당하는지 여부(소극)"
정보통신망이용촉진및정보보호등에관한법률위반·폭행[‘공포심이나 불안감을 유발하는 문언 등을 반복적으로 상대방에게 도달하게 하는 행위’ 해당 여부에 관한 사건],2023도5814,2023. 9. 14.,"정보통신망 이용촉진 및 정보보호 등에 관한 법률 제44조의7, 정보통신망 이용촉진 및 정보보호 등에 관한 법률 제74조","[1] 정보통신망 이용촉진 및 정보보호 등에 관한 법률 제74조 제1항 제3호, 제44조의7 제1항 제3호에서 정한 ‘공포심이나 불안감을 유발하는 문언을 반복적으로 상대방에게 도달하게 하는 행위’에 해당하는지 판단하는 방법 / 정보통신망을 이용한 일련의 불안감 조성행위가 정보통신망 이용촉진 및 정보보호 등에 관한 법률 제74조 제1항 제3호 위반죄에 해당하기 위한 요건
[2] 회사의 대표이사인 피고인이 피해자에게 해고를 통보하자 피해자가 반발한 상황에서, 피고인이 휴대전화를 사용하여 피해자에게 메시지를 7회 전송하고 전화를 2회 걸어 정보통신망을 통하여 공포심이나 불안감을 유발하는 문언·음향을 반복적으로 피해자에게 도달하도록 하였다는 내용으로 기소된 사안에서, 피고인의 행위는 전체적으로 일회성 내지 비연속적인 단발성 행위가 수차 이루어진 것으로 볼 여지가 있을 뿐 정보통신망을 이용하여 상대방의 불안감 등을 조성하는 일련의 행위를 반복한 경우에 해당한다고 단정할 수 없다고 한 사례"
공공단체등위탁선거에관한법률위반[농업협동조합장 선거에서 금지되는 기부행위의 상대방이 해당 지역농업협동조합의 조합원이어야 하는지에 관한 사건],2023도2715,2023. 8. 31.,"공공단체등 위탁선거에 관한 법률 제3조, 공공단체등 위탁선거에 관한 법률 제12조, 공공단체등 위탁선거에 관한 법률 제32조, 공공단체등 위탁선거에 관한 법률 제35조, 공공단체등 위탁선거에 관한 법률 제59조, 농업협동조합법 제19조, 농업협동조합법 제26조, 농업협동조합법 시행령 제4조","[1] 법률 해석의 방법과 한계
  [2] 농업협동조합법에 따른 조합장 선거에서 공공단체등 위탁선거에 관한 법률상 금지되는 기부행위의 상대방인 ‘선거인’이나 ‘선거인명부에 오를 자격이 있는 자’는 해당 지역농업협동조합의 조합원이어야 하는지 여부(적극) 및 이때 조합원의 자격요건 중 ‘농업인’인지 여부는 농업협동조합법 시행령 제4조 제1항 각호에서 규정하는 요건을 구비하였는지를 기준으로 판단하여야 하는지 여부(적극)"
업무방해·전자금융거래법위반,2021도17151,2023. 8. 31.,"전자금융거래법 제1조, 전자금융거래법 제6조, 전자금융거래법 제49조, 형법 제13조, 형법 제314조, 형사소송법 제254조","[1] 계좌개설 신청인이 접근매체를 양도할 의사로 금융기관에 법인 명의 계좌를 개설하면서 예금거래신청서 등에 금융거래의 목적이나 접근매체의 양도의사 유무 등에 관한 사실을 허위로 기재하였으나, 계좌개설 심사업무를 담당하는 금융기관의 업무담당자가 단순히 예금거래신청서 등에 기재된 계좌개설 신청인의 허위 답변만을 그대로 믿고 그 내용의 진실 여부를 확인할 수 있는 증빙자료의 요구 등 추가적인 확인조치 없이 법인 명의의 계좌를 개설해 준 경우, 신청인에게 위계에 의한 업무방해죄가 성립하는지 여부(소극)
  [2] 전자금융거래법 제6조 제3항 제3호의 ‘범죄에 이용될 것을 알면서’에서 말하는 ‘범죄’의 의미 및 이에 대한 인식 정도 / 범죄에 이용될 것을 알았는지는 접근매체를 대여하는 등의 행위를 할 당시 피고인이 가지고 있던 주관적 인식을 기준으로 판단하여야 하는지 여부(적극) 및 이때 거래 상대방이 접근매체를 범죄에 이용할 의사가 있었는지 또는 피고인이 인식한 것과 같은 범죄를 저질렀는지를 고려하여야 하는지 여부(소극)
  [3] 전자금융거래법 제6조 제3항 제3호에서 정한 ‘범죄’는 공소사실에 특정되어야 하는지 여부(적극) 및 특정 정도"
업무상과실치사·의료법위반[의사인 피고인이 간호사에게 환자 감시 업무를 맡기고 수술실을 이탈한 후 피해자인 환자에게 심정지가 발생하여 사망한 사건],2021도1833,2023. 8. 31.,"형법 제17조, 형법 제268조, 형사소송법 제307조, 형사소송법 제308조","[1] 의사에게 의료행위로 인한 업무상과실치사상죄를 인정하기 위한 요건 중 ‘업무상과실과 상해·사망 등 결과 발생 사이에 인과관계가 있음’에 대한 증명책임 소재(=검사) 및 증명 정도(=합리적인 의심의 여지가 없을 정도) / 형사재판에서의 인과관계에 관한 판단이 동일 사안의 민사재판과 달라질 수 있는지 여부(적극)
  [2] 마취통증의학과 의사인 피고인이 수술실에서 환자인 피해자 甲(73세)에게 마취시술을 시행한 다음 간호사 乙에게 환자의 감시를 맡기고 수술실을 이탈하였는데, 이후 甲에게 저혈압이 발생하고 혈압 회복과 저하가 반복됨에 따라 乙이 피고인을 수회 호출하자, 피고인은 수술실에 복귀하여 甲이 심정지 상태임을 확인하고 마취해독제 투여, 심폐소생술 등의 조치를 취하였으나, 甲이 심정지 등으로 사망에 이르게 된 사안에서, 피고인에게 업무상과실치사죄를 인정한 원심판단에 의사의 업무상과실과 피해자의 사망 사이의 인과관계 증명 등에 관한 법리오해의 잘못이 있다고 한 사례"
특정범죄가중처벌등에관한법률위반(도주치상)·마약류관리에관한법률위반(향정)·도로교통법위반(사고후미조치)·도로교통법위반(무면허운전),2023도8024,2023. 8. 31.,"마약류 관리에 관한 법률 제2조, 마약류 관리에 관한 법률 제4조, 마약류 관리에 관한 법률 제60조, 형사소송법 제254조, 형사소송법 제307조, 형사소송법 제308조","[1] 모발감정결과에 기초한 투약가능기간 추정 방법의 문제 및 마약류 투약범죄에서 모발감정결과만을 토대로 마약류 투약기간을 추정하고 유죄로 판단할 때 고려할 사항
  [2] 피고인 甲이 마약류취급자가 아님에도 향정신성의약품인 메트암페타민(필로폰)을 물에 희석하여 일회용 주사기에 넣고 주사하는 방법으로 투약했다는 등의 공소사실로 기소된 사안에서, 甲의 모발에 대한 감정에서 필로폰이 검출되었다는 사정과 甲이 사용하던 차량을 압수·수색하여 발견된 주사기에서 필로폰이 검출된 사정만으로 필로폰 투약사실을 유죄로 인정한 원심판단에 증거재판주의, 자유심증주의 원칙을 위반한 잘못이 있다고 한 사례"
폭력행위등처벌에관한법률위반(공동폭행)·정보통신망이용촉진및정보보호등에관한법률위반(명예훼손)·공갈미수[피고인들 중 1인이 피해자를 폭행하고 나머지는 이를 휴대전화로 촬영하거나 지켜본 것이 공동폭행에 해당하는지 문제된 사건],2023도6355,2023. 8. 31.,폭력행위 등 처벌에 관한 법률 제2조,"폭력행위 등 처벌에 관한 법률 제2조 제2항 제1호의 ‘2명 이상이 공동하여 폭행의 죄를 범한 때’의 의미 / 폭행 실행범과 공모한 사실은 인정되나 그와 공동하여 범행에 가담하였거나 범행장소에 있었다고 인정되지 않는 경우, 위 조항의 ‘공동하여 죄를 범한 때’에 해당하는지 여부(소극) 및 여러 사람이 공동하여 범행을 공모한 경우, 공모자에게도 공모공동정범이 성립하기 위해서는 그중 2인 이상이 범행장소에서 실제 범죄의 실행에 이르러야 하는지 여부(적극)"
의료법위반·특정경제범죄가중처벌등에관한법률위반(사기)[비의료인이 개설자격을 위반하여 의료법인 명의 의료기관을 개설·운영하였는지 여부가 문제된 사건],2020도6492,2023. 8. 18.,"의료법 제33조, 의료법 제87조","[1] 의료법인 명의로 개설된 의료기관을 실질적으로 비의료인이 개설·운영하였다고 판단하기 위한 요건 및 이에 해당하는 것으로 인정할 수 있는 경우 / 비의료인이 의료기관 개설자격을 위반하여 의료법인 명의 의료기관을 개설·운영하였는지 판단하는 기준
  [2] 비의료인에 해당하여 의료기관 개설자격이 없는 피고인이, 형식적으로 甲 의료법인을 인수하여 법인 산하 乙 요양병원의 운영권을 인계받은 다음 실질적으로는 피고인 자신이 乙 병원의 운영을 주도적으로 담당함으로써 의료기관 개설자격을 위반하여 乙 병원을 개설·운영하였다고 하여 의료법 위반으로 기소된 사안에서, 피고인이 乙 병원 직원들의 체불임금 지급을 위한 자금을 출연하면서 甲 법인을 인수한 다음 의료기관 운영에 관한 주요 사항을 주도적으로 처리하였다는 사정만으로 피고인이 탈법적인 수단으로 乙 병원을 개설·운영한 것으로 단정할 수 없다는 등의 이유로, 이와 달리 보아 공소사실을 유죄로 인정한 원심의 판단에 법리오해 등의 잘못이 있다고 한 사례"
교통사고처리특례법위반(치상)[성년후견인이 의사무능력인 피해자를 대리하여 처벌불원의사를 결정할 수 있는지 여부],2021도11126,2023. 7. 17.,"교통사고처리 특례법 제3조, 대한민국헌법 제10조, 대한민국헌법 제12조, 민법 제9조, 민법 제929조, 민법 제936조, 민법 제938조, 민법 제947조의2, 형법 제1조, 형법 제268조, 형사소송법 제26조, 형사소송법 제223조, 형사소송법 제225조, 형사소송법 제227조, 형사소송법 제228조, 형사소송법 제230조, 형사소송법 제232조, 형사소송법 제233조, 형사소송법 제236조, 형사소송법 제327조","[1] 반의사불벌죄에서 성년후견인이 명문의 규정 없이 의사무능력자인 피해자를 대리하여 피고인 또는 피의자에 대하여 처벌을 희망하지 않는다는 의사를 결정하거나 처벌을 희망하는 의사표시를 철회하는 행위를 할 수 있는지 여부(소극) / 이는 성년후견인의 법정대리권 범위에 통상적인 소송행위가 포함되어 있거나 성년후견개시심판에서 정하는 바에 따라 성년후견인이 소송행위를 할 때 가정법원의 허가를 얻더라도 마찬가지인지 여부(적극)
  [2] 피고인이 자전거를 운행하던 중 전방주시의무를 게을리하여 보행자인 피해자 甲을 들이받아 중상해를 입게 하였다는 교통사고처리 특례법 위반(치상)의 공소사실로 기소되었고, 위 사고로 의식불명이 된 甲에 대하여 성년후견이 개시되어 성년후견인으로 甲의 법률상 배우자 乙이 선임되었는데, 乙이 피고인 측으로부터 합의금을 수령한 후 제1심 판결선고 전에 甲을 대리하여 처벌불원의사를 표시한 사안에서, 위 특례법 제3조 제2항에서 차의 운전자가 교통사고로 인하여 범한 업무상과실치상죄는 ‘피해자의 명시적인 의사’에 반하여 공소를 제기할 수 없도록 규정하여 문언상 그 처벌 여부가 ‘피해자’의 ‘명시적’인 의사에 달려 있음이 명백하므로, 乙이 甲을 대신하여 처벌불원의사를 형성하거나 결정할 수 있다고 해석하는 것은 법의 문언에 반한다고 한 사례"
특정경제범죄가중처벌등에관한법률위반(사기)·의료법위반[비의료인이 개설자격을 위반하여 의료법인 명의 의료기관을 개설·운영하였는지 여부가 문제된 사건],2017도1807,2023. 7. 17.,"의료법 제33조, 의료법 제87조","[1] 의료인 개인 명의로 개설된 의료기관이 구 의료법 제33조 제2항에서 정한 의료기관 개설자격 위반에 해당하는지 판단하는 기준
  [2] 의료인 개인 명의로 개설된 의료기관의 개설자격 위반 여부에 관한 판단 기준을 의료법인 명의로 개설된 의료기관의 개설자격 위반 여부에 관한 판단에 그대로 적용할 수 있는지 여부(소극) 및 비의료인이 의료법인 명의로 개설된 의료기관에 관여하는 경우, 구 의료법 제33조 제2항에서 정한 의료기관 개설자격 위반에 해당하는지 판단하는 기준"
이송결정에대한재항고[「제주4·3사건 진상규명 및 희생자 명예회복에 관한 특별법」 제14조 제3항에 따라 제주지방법원에 관할이 있는 재심사건이 무엇인지 문제된 사건],2023모1121,2023. 7. 14.,"제주4ㆍ3사건 진상규명 및 희생자 명예회복에 관한 특별법 제1조, 제주4ㆍ3사건 진상규명 및 희생자 명예회복에 관한 특별법 제2조, 제주4ㆍ3사건 진상규명 및 희생자 명예회복에 관한 특별법 제5조, 제주4ㆍ3사건 진상규명 및 희생자 명예회복에 관한 특별법 제14조, 형사소송법 제423조","제주4·3사건 진상규명 및 희생자 명예회복에 관한 특별법 제14조 제3항에서 제주지방법원에 전속관할권을 인정한 사건은 제주4·3사건진상규명및희생자명예회복위원회로부터 제주4·3사건의 희생자로 결정된 경우에 청구하는 같은 법 제14조 제1항의 특별재심사건에 한정되는지 여부(적극) / 제주4·3사건진상규명및희생자명예회복위원회로부터 희생자 결정을 받지 않은 상태에서 형사소송법에 따른 재심을 청구하는 사건의 경우, 형사소송법 제423조가 적용되는지 여부(적극)"
가정폭력범죄의처벌등에관한특례법위반,2021도15745,2023. 7. 13.,"가정보호심판규칙 제67조의6, 가정보호심판규칙 제67조의23, 가정폭력범죄의 처벌 등에 관한 특례법 제2조, 가정폭력범죄의 처벌 등에 관한 특례법 제11조, 가정폭력범죄의 처벌 등에 관한 특례법 제12조, 가정폭력범죄의 처벌 등에 관한 특례법 제40조, 가정폭력범죄의 처벌 등에 관한 특례법 제55조의2, 가정폭력범죄의 처벌 등에 관한 특례법 제55조의4, 가정폭력범죄의 처벌 등에 관한 특례법 제63조, 형사소송법 제42조, 형사소송법 제380조","가정폭력범죄의 처벌 등에 관한 특례법상 피해자보호명령 및 임시보호명령 제도의 취지 / 같은 법 제55조의4 제2항에서 임시보호명령의 종기로 정한 ‘피해자보호명령의 결정 시’의 의미 및 결정 주문에서 종기를 제한하지 않은 임시보호명령이 가정폭력행위자에게 고지되어 효력이 발생한 후 적법한 피해자보호명령이 가정폭력행위자에게 고지되어 효력이 발생할 때까지의 사이에 가정폭력행위자가 임시보호명령에서 금지를 명한 행위를 한 경우, 임시보호명령 위반으로 인한 같은 법 위반죄가 성립하는지 여부(적극) / 같은 법 제63조 제1항 제2호에서 정한 ‘피해자보호명령을 받고 이를 이행하지 아니한 가정폭력행위자’의 의미 및 항고심에서 절차적 사유로 취소된 피해자보호명령에서 금지를 명한 행위를 한 경우, 피해자보호명령 위반으로 인한 같은 법 위반죄가 성립하는지 여부(적극)"
근로자퇴직급여보장법위반,2023도188,2023. 7. 13.,"근로자퇴직급여 보장법 제9조, 근로자퇴직급여 보장법 제44조","퇴직금지급의무를 규정한 구 근로자퇴직급여 보장법 제9조 본문 및 단서의 취지 / 사용자가 같은 법 제9조 단서에 따라 퇴직금의 지급사유가 발생한 날부터 14일 이내에 근로자와 지급기일을 연장하는 합의를 한 후 연장한 지급기일까지 퇴직금을 지급하지 아니한 경우, 같은 법 제9조 위반죄가 성립하는지 여부(적극)"
살인·성폭력범죄의처벌등에관한특례법위반(특수강제추행)·특수상해·특수폭행·상습폭행·폭행[사형을 선고한 원심판결에 대해 양형부당을 주장한 사건],2023도2043,2023. 7. 13.,"형법 제30조, 형법 제41조, 형법 제51조, 형법 제250조, 형사소송법 제383조, 형사소송법 제391조","[1] 사형의 선고가 허용되는 경우 및 사형을 선고할 것인지 결정할 때 준수할 사항 / 사형의 선고가 정당화될 수 있는 특별한 사정이 있는지를 심리하는 경우, 양형조건 심사에 고려할 사항 / 구체적인 양형요소가 피고인에게 불리한 정상과 유리한 정상을 모두 포함하는 경우, 법원은 양쪽을 구체적으로 비교 확인한 결과를 종합하여 양형에 나아가야 하는지 여부(적극)
  [2] 무기징역형 집행 중인 피고인이 다른 재소자들과 공모하여 피해자를 살해하였다고 기소된 사안에서, 사형의 선택기준이나 다른 유사사건과의 일반적 양형의 균형상 피고인에 대하여 사형을 선택한 원심판단에 법리오해 등의 위법이 있다고 한 사례"
식품위생법위반,2021도10763,2023. 7. 13.,"사법경찰관리의 직무를 수행할 자와 그 직무범위에 관한 법률 제5조, 식품위생법 제22조, 식품위생법 제44조, 식품위생법 제98조, 형사소송법 제197조, 형사소송법 제245조의10","식품위생법 제22조 제3항에 따라 ‘권한을 표시하는 증표 및 조사기간 등이 기재된 서류를 제시하여야 하는 경우’는 같은 법 제22조 제1항 제2호에 따라 영업소에 출입하여 식품 등 또는 영업시설 등에 대하여 검사하거나, 식품 등의 무상 수거, 장부 또는 서류를 열람하는 등의 행정조사를 하려는 경우에 한정되는지 여부(적극) / 구 형사소송법 제197조, 구 사법경찰관리의 직무를 수행할 자와 그 직무범위에 관한 법률 제5조 제8호에 근거하여 특별사법경찰관리로 지명된 공무원이 범죄수사를 위하여 음식점 등 영업소에 출입하여 증거수집 등 수사를 하는 경우에도 식품위생법 제22조 제3항에서 정한 절차를 준수하여야 하는지 여부(소극)"
"교통사고처리특례법위반(치상)·도로교통법위반(무면허운전)[운전면허 취소사실을 알지 못하고 사다리차를 운전하던 중, 전방주시의무를 위반한 과실로 교통사고를 일으켜 피해차량 탑승자들에게 상해를 입힌 사건]",2021도17733,2023. 6. 29.,"교통사고처리 특례법 제3조, 대한민국헌법 제12조, 도로교통법 제43조, 도로교통법 제152조, 형법 제1조, 형법 제13조","[1] 위법성 및 책임의 조각사유나 소추조건 또는 처벌조각사유인 형면제 사유의 범위를 제한적으로 유추적용하여 행위자의 가벌성의 범위를 확대하는 것이 허용되는지 여부(소극)
  [2] 도로교통법 위반(무면허운전)죄는 유효한 운전면허가 없음을 알면서도 자동차를 운전하는 경우에만 성립하는 고의범인지 여부(적극) / 교통사고처리 특례법 제3조 제2항 단서 제7호에서 말하는 ‘도로교통법 제43조를 위반’한 행위도 도로교통법 위반(무면허운전)죄와 마찬가지로 유효한 운전면허가 없음을 알면서도 자동차를 운전하는 경우만을 의미하는지 여부(적극)"
성매매알선등행위의처벌에관한법률위반(성매매알선등)[성매매알선등행위의처벌에관한법률위반(성매매알선등)죄 성립 여부 및 공소사실 특정 여부가 문제된 사건],2020도3626,2023. 6. 29.,"성매매알선 등 행위의 처벌에 관한 법률 제2조, 성매매알선 등 행위의 처벌에 관한 법률 제19조, 형법 제37조, 형사소송법 제254조, 형사소송법 제327조","[1] 성매매알선 등 행위의 처벌에 관한 법률 제2조 제1항 제2호에서 규정한 ‘성매매알선’의 의미 및 성매매의 알선이 되기 위한 알선 정도 / 같은 법 제19조에서 정한 성매매알선죄의 성격(=성매매죄의 종범이 아닌 독자적인 정범) 및 알선자가 성매매를 하려는 당사자들의 의사를 연결하여 더 이상 알선자의 개입이 없더라도 당사자 사이에 성매매에 이를 수 있을 정도의 주선행위를 한 경우, 성매수자에게 실제로는 성매매에 나아가려는 의사가 없었더라도 성매매알선죄가 성립하는지 여부(적극)
  [2] 동일 죄명에 해당하는 수 개의 행위를 단일하고 계속된 범의하에 일정기간 계속하여 행하고 피해법익도 동일한 경우의 죄수(=포괄일죄)
  [3] 범죄의 일시·장소·방법을 명시하여 공소사실을 특정하도록 한 취지 및 공소사실의 특정 정도 / 포괄일죄의 경우, 공소사실의 특정 정도"
성폭력범죄의처벌등에관한특례법위반(통신매체이용음란)·정보통신망이용촉진및정보보호등에관한법률위반(명예훼손)·모욕·협박,2020도3705,2023. 6. 29.,"형법 제37조, 형법 제40조, 형사소송법 제326조","포괄일죄 관계인 범행의 일부에 대하여 판결이 확정되거나 약식명령이 확정되었는데 그 사실심 판결선고 시 또는 약식명령 발령 시를 기준으로 그 이전에 이루어진 범행이 포괄일죄의 일부에 해당할 뿐만 아니라 그와 상상적 경합관계에 있는 다른 죄에도 해당하는 경우, 확정된 판결 내지 약식명령의 기판력이 위와 같이 상상적 경합관계에 있는 다른 죄에 대하여도 미치는지 여부(적극)"
아동·청소년의성보호에관한법률위반(음란물소지)·아동·청소년의성보호에관한법률위반(성착취물소지)[구「아동·청소년의 성보호에 관한 법률」제11조 제5항의 아동·청소년이용음란물 ‘소지’ 여부가 문제된 사건],2022도6278,2023. 6. 29.,"대한민국헌법 제12조, 성폭력범죄의 처벌 등에 관한 특례법 제14조, 아동ㆍ청소년의 성보호에 관한 법률 제11조, 형법 제1조","구 아동·청소년의 성보호에 관한 법률 제11조 제5항에서 정한 ‘소지’의 의미 / 자신이 지배하지 않는 서버 등에 저장된 아동·청소년이용음란물에 접근하여 다운로드받을 수 있는 인터넷 주소(URL) 등을 제공받은 것에 그친 경우, 이를 아동·청소년이용음란물을 ‘소지’한 것으로 평가할 수 있는지 여부(원칙적 소극) / 아동·청소년성착취물 등을 구입한 다음 직접 다운로드받을 수 있는 인터넷 주소를 제공받은 경우, 2020. 6. 2. 개정된 아동·청소년의 성보호에 관한 법률 제11조 제5항, 2020. 5. 19. 개정된 성폭력범죄의 처벌 등에 관한 특례법 제14조 제4항에 따라 처벌되는지 여부(적극)"
야간건조물침입절도,2023도3351,2023. 6. 29.,형법 제319조,"[1] 주거침입죄의 보호법익(=사실상 주거의 평온) / 주거침입죄의 구성요건적 행위인 ‘침입’의 의미 및 침입에 해당하는지 판단하는 기준 / 이는 건조물침입죄의 경우에도 마찬가지인지 여부(적극)
  [2] 주거침입죄의 성립 요건 / 행위자 자신이 단독으로 또는 다른 사람과 공동으로 거주하거나 관리 또는 점유하는 주거, 건조물 등에 임의로 출입한 행위가 주거침입죄를 구성하는지 여부(소극) 및 다른 사람과 공동으로 주거에 거주하거나 건조물을 관리하던 사람에게 주거침입죄가 성립할 수 있는 예외적인 경우"
집행유예취소인용결정에대한재항고,2023모1007,2023. 6. 29.,"보호관찰 등에 관한 법률 제47조, 형법 제64조, 형법 제65조, 형사소송규칙 제149조의3, 형사소송법 제335조",집행유예 선고 취소결정이 가능한 시적 한계 / 항고법원은 항고인에게 소송기록접수통지서를 발송하고 그 송달보고서를 통해 송달을 확인한 다음 항고에 관한 결정을 하여야 하는지 여부(원칙적 적극) / 집행유예의 선고 취소 사건을 심리하는 법원이 유의할 사항
